"Document - Numéro du document";"Document - Code client";"Document - Code postal (facturation)";"Document - Ville (facturation)";"Document - Département (facturation)";"Document - Code Pays (facturation)";"Document - Date";"Document - Total Brut HT";"Document - Total TTC";"Ligne - Code article";"Ligne - Description commerciale en clair";"Ligne - Quantité";"Ligne - Montant Net HT";"Ligne - Montant Net TTC"
"FA00005830";"ALKERN";"62440";"HARNES";"PAS-DE-CALAIS";"FR";"26/03/2021";"2220,00000000";"2664,00000000";"AR00002";"Fourniture et mise en place de matériel de stockage d'occasion site de LIMAY";"1,00000000";"2220,00000000";"2664,00000000"
"FA00005831";"PRODENE";"77183";"CROISSY BEAUBOURG";"SEINE-ET-MARNE";"FR";"26/03/2021";"990,00000000";"1188,00000000";"";"Transféré de : Bon de livraison N° BL00002312 du 24/02/2021.";"";"";""
"FA00005831";"PRODENE";"77183";"CROISSY BEAUBOURG";"SEINE-ET-MARNE";"FR";"26/03/2021";"990,00000000";"1188,00000000";"";"Transféré de : Commande N° CM00005231 du 27/01/2021.";"";"";""
"FA00005831";"PRODENE";"77183";"CROISSY BEAUBOURG";"SEINE-ET-MARNE";"FR";"26/03/2021";"990,00000000";"1188,00000000";"";"V/REF COMMANDE N° 21010241";"";"";""
"FA00005831";"PRODENE";"77183";"CROISSY BEAUBOURG";"SEINE-ET-MARNE";"FR";"26/03/2021";"990,00000000";"1188,00000000";"AR00013";"Remise en Conformité de vos rayonnages";"1,00000000";"990,00000000";"1188,00000000"
"FA00005831";"PRODENE";"77183";"CROISSY BEAUBOURG";"SEINE-ET-MARNE";"FR";"26/03/2021";"990,00000000";"1188,00000000";"";"";"";"";""
"FA00005831";"PRODENE";"77183";"CROISSY BEAUBOURG";"SEINE-ET-MARNE";"FR";"26/03/2021";"990,00000000";"1188,00000000";"";"";"";"";""
"FA00005831";"PRODENE";"77183";"CROISSY BEAUBOURG";"SEINE-ET-MARNE";"FR";"26/03/2021";"990,00000000";"1188,00000000";"";"";"";"";""
"FA00005831";"PRODENE";"77183";"CROISSY BEAUBOURG";"SEINE-ET-MARNE";"FR";"26/03/2021";"990,00000000";"1188,00000000";"TXT00004";"COORDONNEES BANCAIRE

CIC EST 77 MONTEVRAIN
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00005832";"OPTILOG";"77127";"LIEUSAINT";"SEINE-ET-MARNE";"FR";"26/03/2021";"1640,00000000";"1968,00000000";"";"Transféré de : Commande N° CM00005338 du 10/03/2021.";"";"";""
"FA00005832";"OPTILOG";"77127";"LIEUSAINT";"SEINE-ET-MARNE";"FR";"26/03/2021";"1640,00000000";"1968,00000000";"";"Suivant devis N° HL210308";"";"";""
"FA00005832";"OPTILOG";"77127";"LIEUSAINT";"SEINE-ET-MARNE";"FR";"26/03/2021";"1640,00000000";"1968,00000000";"AR00013";"Remise en Conformité de vos rayonnages";"1,00000000";"1640,00000000";"1968,00000000"
"FA00005832";"OPTILOG";"77127";"LIEUSAINT";"SEINE-ET-MARNE";"FR";"26/03/2021";"1640,00000000";"1968,00000000";"";"";"";"";""
"FA00005832";"OPTILOG";"77127";"LIEUSAINT";"SEINE-ET-MARNE";"FR";"26/03/2021";"1640,00000000";"1968,00000000";"";"";"";"";""
"FA00005832";"OPTILOG";"77127";"LIEUSAINT";"SEINE-ET-MARNE";"FR";"26/03/2021";"1640,00000000";"1968,00000000";"TXT00004";"COORDONNEES BANCAIRE

CIC EST 77 MONTEVRAIN
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00005833";"HOUTCH";"2230";"FRESNOY LE GRAND";"AISNE";"FR";"26/03/2021";"1210,00000000";"1452,00000000";"";"Transféré de : Commande N° CM00005290 du 17/02/2021.";"";"";""
"FA00005833";"HOUTCH";"2230";"FRESNOY LE GRAND";"AISNE";"FR";"26/03/2021";"1210,00000000";"1452,00000000";"";"V/REF COMMANDE N° 5043";"";"";""
"FA00005833";"HOUTCH";"2230";"FRESNOY LE GRAND";"AISNE";"FR";"26/03/2021";"1210,00000000";"1452,00000000";"AR00024";"Fardelage de lisses";"1,00000000";"1210,00000000";"1452,00000000"
"FA00005834";"ROSEPASSION";"54890";"CHAMBLEY BUSSIERES";"MEURTHE-ET-MOSELLE";"FR";"26/03/2021";"7580,00000000";"9096,00000000";"";"Transféré de : Commande N° CM00005256 du 08/02/2021.";"";"";""
"FA00005834";"ROSEPASSION";"54890";"CHAMBLEY BUSSIERES";"MEURTHE-ET-MOSELLE";"FR";"26/03/2021";"7580,00000000";"9096,00000000";"AR00004";"Fourniture de matériel de stockage neuf site de MONDELANGE";"1,00000000";"7580,00000000";"9096,00000000"
"FA00005835";"PLURIAL";"51723";"REIMS CEDEX";"MARNE";"FR";"26/03/2021";"2500,00000000";"3000,00000000";"";"Transféré de : Commande N° CM00005219 du 25/01/2021.";"";"";""
"FA00005835";"PLURIAL";"51723";"REIMS CEDEX";"MARNE";"FR";"26/03/2021";"2500,00000000";"3000,00000000";"";"V/REF COMMANDE N° 4307122";"";"";""
"FA00005835";"PLURIAL";"51723";"REIMS CEDEX";"MARNE";"FR";"26/03/2021";"2500,00000000";"3000,00000000";"AR00003";"Fourniture et mise en place de matériel de stockage neuf site de SEDAN";"1,00000000";"2500,00000000";"3000,00000000"
"FA00006330";"ASPOOL";"72700";"SPAY";"SARTHE";"FR";"29/11/2021";"550,00000000";"660,00000000";"";"Transféré de : Bon de livraison N° BL00002587 du 25/11/2021.";"";"";""
"FA00006330";"ASPOOL";"72700";"SPAY";"SARTHE";"FR";"29/11/2021";"550,00000000";"660,00000000";"";"Transféré de : Commande N° CM00005753 du 28/10/2021.";"";"";""
"FA00006330";"ASPOOL";"72700";"SPAY";"SARTHE";"FR";"29/11/2021";"550,00000000";"660,00000000";"AR00001";"Fourniture de 
filets de protection et butées
";"1,00000000";"550,00000000";"660,00000000"
"FA00006330";"ASPOOL";"72700";"SPAY";"SARTHE";"FR";"29/11/2021";"550,00000000";"660,00000000";"";"Suivant commande N° 82030900";"";"";""
"FA00006331";"PONKTUEL";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"29/11/2021";"1807,00000000";"2168,40000000";"";"Transféré de : Bon de livraison N° BL00002588 du 25/11/2021.";"";"";""
"FA00006331";"PONKTUEL";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"29/11/2021";"1807,00000000";"2168,40000000";"";"Transféré de : Commande N° CM00005750 du 25/10/2021.";"";"";""
"FA00006331";"PONKTUEL";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"29/11/2021";"1807,00000000";"2168,40000000";"AR00001";"Fourniture de matériel de stockage d'occasion
7 échelles de 6000 mm
48 lisses de 2700 mm
chevilles, goupilles 
suivant devis VP210904734D
";"1,00000000";"1807,00000000";"2168,40000000"
"FA00006332";"MOVIN";"13400";"AUBAGNE";"BOUCHES-DU-RHONE";"FR";"29/11/2021";"27940,00000000";"33528,00000000";"";"Transféré de : Bon de livraison N° BL00002580 du 18/11/2021.";"";"";""
"FA00006332";"MOVIN";"13400";"AUBAGNE";"BOUCHES-DU-RHONE";"FR";"29/11/2021";"27940,00000000";"33528,00000000";"AR00002";"26 Echelles
54 Lisses de 2700
24 Lisses de 3900
Plateaux fils et bastaings";"1,00000000";"27940,00000000";"33528,00000000"
"FA00006332";"MOVIN";"13400";"AUBAGNE";"BOUCHES-DU-RHONE";"FR";"29/11/2021";"27940,00000000";"33528,00000000";"";"";"";"";""
"FA00006333";"DIVERS";"6030";"MARCHIENNE AU PONT";"";"BE";"29/11/2021";"10450,00000000";"10450,00000000";"";"Transféré de : Bon de livraison N° BL00002586 du 24/11/2021.";"";"";""
"FA00006333";"DIVERS";"6030";"MARCHIENNE AU PONT";"";"BE";"29/11/2021";"10450,00000000";"10450,00000000";"";"Transféré de : Commande N° CM00005794 du 22/11/2021.";"";"";""
"FA00006333";"DIVERS";"6030";"MARCHIENNE AU PONT";"";"BE";"29/11/2021";"10450,00000000";"10450,00000000";"AR00001";"Fourniture de matériel de stockage d'occasion 
Plate forme de stockage";"1,00000000";"9450,00000000";"9450,00000000"
"FA00006333";"DIVERS";"6030";"MARCHIENNE AU PONT";"";"BE";"29/11/2021";"10450,00000000";"10450,00000000";"AR00024";"Transport";"1,00000000";"1000,00000000";"1000,00000000"
"FA00006334";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"29/11/2021";"968,40000000";"1162,08000000";"";"Transféré de : Bon de livraison N° BL00002589 du 25/11/2021.";"";"";""
"FA00006334";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"29/11/2021";"968,40000000";"1162,08000000";"";"Transféré de : Commande N° CM00005755 du 28/10/2021.";"";"";""
"FA00006334";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"29/11/2021";"968,40000000";"1162,08000000";"";"Suivant commande N° CF2110-1539";"";"";""
"FA00006334";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"29/11/2021";"968,40000000";"1162,08000000";"AR00001";"Fourniture de matériel de stockage
";"1,00000000";"968,40000000";"1162,08000000"
"FA00005836";"BLACKOUT";"93120";"LA COURNEUVE";"SEINE-ST-DENIS";"FR";"26/03/2021";"1580,00000000";"1896,00000000";"";"Transféré de : Commande N° CM00005289 du 17/02/2021.";"";"";""
"FA00005836";"BLACKOUT";"93120";"LA COURNEUVE";"SEINE-ST-DENIS";"FR";"26/03/2021";"1580,00000000";"1896,00000000";"";"Suiavnt devis N° HL210212";"";"";""
"FA00005836";"BLACKOUT";"93120";"LA COURNEUVE";"SEINE-ST-DENIS";"FR";"26/03/2021";"1580,00000000";"1896,00000000";"AR00004";"Fourniture de matériel de stockage neuf ";"1,00000000";"1580,00000000";"1896,00000000"
"FA00005837";"OPTILOG";"77127";"LIEUSAINT";"SEINE-ET-MARNE";"FR";"26/03/2021";"13600,00000000";"16320,00000000";"";"Transféré de : Commande N° CM00005339 du 10/03/2021.";"";"";""
"FA00005837";"OPTILOG";"77127";"LIEUSAINT";"SEINE-ET-MARNE";"FR";"26/03/2021";"13600,00000000";"16320,00000000";"";"Suivant devis N° HL210305";"";"";""
"FA00005837";"OPTILOG";"77127";"LIEUSAINT";"SEINE-ET-MARNE";"FR";"26/03/2021";"13600,00000000";"16320,00000000";"AR00004";"Fourniture de matériel de stockage neuf ";"1,00000000";"13600,00000000";"16320,00000000"
"FA00005837";"OPTILOG";"77127";"LIEUSAINT";"SEINE-ET-MARNE";"FR";"26/03/2021";"13600,00000000";"16320,00000000";"";"";"";"";""
"FA00005837";"OPTILOG";"77127";"LIEUSAINT";"SEINE-ET-MARNE";"FR";"26/03/2021";"13600,00000000";"16320,00000000";"";"";"";"";""
"FA00005837";"OPTILOG";"77127";"LIEUSAINT";"SEINE-ET-MARNE";"FR";"26/03/2021";"13600,00000000";"16320,00000000";"TXT00004";"COORDONNEES BANCAIRE

CIC EST 77 MONTEVRAIN
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00005838";"CL01596";"94520";"MANDRES LES ROSES";"VAL-DE-MARNE";"FR";"26/03/2021";"115,00000000";"138,00000000";"";"Transféré de : Commande N° CM00005350 du 17/03/2021.";"";"";""
"FA00005838";"CL01596";"94520";"MANDRES LES ROSES";"VAL-DE-MARNE";"FR";"26/03/2021";"115,00000000";"138,00000000";"";"Suivant devis N° LL210304431D";"";"";""
"FA00005838";"CL01596";"94520";"MANDRES LES ROSES";"VAL-DE-MARNE";"FR";"26/03/2021";"115,00000000";"138,00000000";"AR00001";"Fourniture de 6 plateaux fils 880*1000 mm
";"1,00000000";"115,00000000";"138,00000000"
"FA00005839";"SODICLAIR";"28140";"NOTTONVILLE";"EURE-ET-LOIR";"FR";"26/03/2021";"1420,00000000";"1704,00000000";"";"Transféré de : Commande N° CM00005328 du 03/03/2021.";"";"";""
"FA00005839";"SODICLAIR";"28140";"NOTTONVILLE";"EURE-ET-LOIR";"FR";"26/03/2021";"1420,00000000";"1704,00000000";"";"Suivant devis N° VP210204405D";"";"";""
"FA00005839";"SODICLAIR";"28140";"NOTTONVILLE";"EURE-ET-LOIR";"FR";"26/03/2021";"1420,00000000";"1704,00000000";"AR00018";"Fourniture de 2 cantilevers neuf";"1,00000000";"1420,00000000";"1704,00000000"
"FA00005840";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"26/03/2021";"9110,00000000";"10932,00000000";"";"Transféré de : Bon de livraison N° BL00002331 du 17/03/2021.";"";"";""
"FA00005840";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"26/03/2021";"9110,00000000";"10932,00000000";"";"Transféré de : Commande N° CM00005342 du 10/03/2021.";"";"";""
"FA00005840";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"26/03/2021";"9110,00000000";"10932,00000000";"";"Suivant devis N° FC210304423D";"";"";""
"FA00005840";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"26/03/2021";"9110,00000000";"10932,00000000";"AR00002";"Fourniture et mise en place de matériel de stockage d'occasion site de MITRY MORY";"1,00000000";"9110,00000000";"10932,00000000"
"FA00005840";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"26/03/2021";"9110,00000000";"10932,00000000";"";"";"";"";""
"FA00005841";"PORTEURSPARIS";"93290";"TREMBLAY EN FRANCE";"SEINE-ST-DENIS";"FR";"26/03/2021";"7500,00000000";"9000,00000000";"";"Transféré de : Commande N° CM00005211 du 20/01/2021.";"";"";""
"FA00005841";"PORTEURSPARIS";"93290";"TREMBLAY EN FRANCE";"SEINE-ST-DENIS";"FR";"26/03/2021";"7500,00000000";"9000,00000000";"";"Suivant devis N° FC210104272.2D";"";"";""
"FA00005841";"PORTEURSPARIS";"93290";"TREMBLAY EN FRANCE";"SEINE-ST-DENIS";"FR";"26/03/2021";"7500,00000000";"9000,00000000";"AR00006";"Fourniture d'une plate forme de stockage neuve site de VILLEPINTE";"1,00000000";"7500,00000000";"9000,00000000"
"FA00005842";"DOSSIN";"80400";"DOUILLY";"SOMME";"FR";"26/03/2021";"876,00000000";"1051,20000000";"";"Transféré de : Commande N° CM00005263 du 11/02/2021.";"";"";""
"FA00005842";"DOSSIN";"80400";"DOUILLY";"SOMME";"FR";"26/03/2021";"876,00000000";"1051,20000000";"AR00009";"Mise en place de rayonnages site de ROYE ";"1,00000000";"876,00000000";"1051,20000000"
"FA00005843";"DOSSIN";"80400";"DOUILLY";"SOMME";"FR";"26/03/2021";"16000,00000000";"19200,00000000";"";"Transféré de : Commande N° CM00005163 du 22/12/2020.";"";"";""
"FA00005843";"DOSSIN";"80400";"DOUILLY";"SOMME";"FR";"26/03/2021";"16000,00000000";"19200,00000000";"";"Suivant devis N° HL201211BIS";"";"";""
"FA00005843";"DOSSIN";"80400";"DOUILLY";"SOMME";"FR";"26/03/2021";"16000,00000000";"19200,00000000";"AR00013";"Remise en Conformité de vos rayonnages site de ROYE";"1,00000000";"16000,00000000";"19200,00000000"
"FA00005844";"DOSSIN";"80400";"DOUILLY";"SOMME";"FR";"26/03/2021";"7000,00000000";"8400,00000000";"";"Transféré de : Commande N° CM00005377 du 25/03/2021.";"";"";""
"FA00005844";"DOSSIN";"80400";"DOUILLY";"SOMME";"FR";"26/03/2021";"7000,00000000";"8400,00000000";"";"Suivant devis N° HL210221";"";"";""
"FA00005844";"DOSSIN";"80400";"DOUILLY";"SOMME";"FR";"26/03/2021";"7000,00000000";"8400,00000000";"AR00011";"Modification de niveaux de stockage site de ROYE";"1,00000000";"7000,00000000";"8400,00000000"
"FA00005845";"DOSSIN";"80400";"DOUILLY";"SOMME";"FR";"26/03/2021";"2000,00000000";"2400,00000000";"";"Transféré de : Commande N° CM00005376 du 25/03/2021.";"";"";""
"FA00005845";"DOSSIN";"80400";"DOUILLY";"SOMME";"FR";"26/03/2021";"2000,00000000";"2400,00000000";"";"Suivant devis N° HL210316";"";"";""
"FA00005845";"DOSSIN";"80400";"DOUILLY";"SOMME";"FR";"26/03/2021";"2000,00000000";"2400,00000000";"AR00013";"Remise en Conformité de vos rayonnages site de ROYE";"1,00000000";"2000,00000000";"2400,00000000"
"FA00006953";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"15/11/2022";"437,60000000";"525,12000000";"";"Transféré de : Bon de livraison N° BL00002894 du 14/11/2022.";"";"";""
"FA00006953";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"15/11/2022";"437,60000000";"525,12000000";"";"Transféré de : Commande N° CM00006324 du 26/10/2022.";"";"";""
"FA00006953";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"15/11/2022";"437,60000000";"525,12000000";"";"Suivant commande N° CF2210-1820";"";"";""
"FA00006953";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"15/11/2022";"437,60000000";"525,12000000";"AR00001";"Fourniture de matériel de stockage
";"1,00000000";"437,60000000";"525,12000000"
"FA00006248";"DIVERSLR";"60330";"SILLY LE LONG";"OISE";"FR";"08/10/2021";"402,00000000";"482,40000000";"AR00001";"Fourniture de matériel de stockage ATELIER 
";"1,00000000";"402,00000000";"482,40000000"
"FA00005846";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"30/03/2021";"27500,00000000";"33000,00000000";"";"Transféré de : Commande N° CM00005283 du 17/02/2021.";"";"";""
"FA00005846";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"30/03/2021";"27500,00000000";"33000,00000000";"";"Suivant devis N° FC21004116.3D";"";"";""
"FA00005846";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"30/03/2021";"27500,00000000";"33000,00000000";"AR00001";"Démontage et remontage de rayonnages site de LE BLANC MESNIL et MITRY MORY
";"1,00000000";"24000,00000000";"28800,00000000"
"FA00005846";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"30/03/2021";"27500,00000000";"33000,00000000";"";"+ value";"";"";""
"FA00005846";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"30/03/2021";"27500,00000000";"33000,00000000";"AR00025";"Location chariot 1 semaine LE BLANC MESNIL";"1,00000000";"500,00000000";"600,00000000"
"FA00005846";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"30/03/2021";"27500,00000000";"33000,00000000";"AR00024";"Transport à vide";"1,00000000";"250,00000000";"300,00000000"
"FA00005846";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"30/03/2021";"27500,00000000";"33000,00000000";"AR00009";"Perçage échelles + quincailleries";"1,00000000";"760,00000000";"912,00000000"
"FA00005846";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"30/03/2021";"27500,00000000";"33000,00000000";"AR00025";"Location chariot + transport MITRY";"1,00000000";"510,00000000";"612,00000000"
"FA00005846";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"30/03/2021";"27500,00000000";"33000,00000000";"AR00009";"Montage";"1,00000000";"1800,00000000";"2160,00000000"
"FA00005846";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"30/03/2021";"27500,00000000";"33000,00000000";"AR00011";"Reprise de 15 sabots";"1,00000000";"-320,00000000";"-384,00000000"
"FA00005846";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"30/03/2021";"27500,00000000";"33000,00000000";"";"";"";"";""
"FA00005846";"ASTEAM";"93150";"LE BLANC MESNIL";"SEINE-ST-DENIS";"FR";"30/03/2021";"27500,00000000";"33000,00000000";"TXT00004";"COORDONNEES BANCAIRE

CIC EST 77 MONTEVRAIN
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00005847";"SVPNEUS";"93120";"LA COURNEUVE";"SEINE-ST-DENIS";"FR";"30/03/2021";"845,00000000";"1014,00000000";"";"Transféré de : Commande N° CM00005312 du 26/02/2021.";"";"";""
"FA00005847";"SVPNEUS";"93120";"LA COURNEUVE";"SEINE-ST-DENIS";"FR";"30/03/2021";"845,00000000";"1014,00000000";"";"Suivant devis N° FC210204371D";"";"";""
"FA00005847";"SVPNEUS";"93120";"LA COURNEUVE";"SEINE-ST-DENIS";"FR";"30/03/2021";"845,00000000";"1014,00000000";"AR00004";"Fourniture de matériel de stockage neuf ";"1,00000000";"845,00000000";"1014,00000000"
"FA00005847";"SVPNEUS";"93120";"LA COURNEUVE";"SEINE-ST-DENIS";"FR";"30/03/2021";"845,00000000";"1014,00000000";"";"";"";"";""
"FA00005847";"SVPNEUS";"93120";"LA COURNEUVE";"SEINE-ST-DENIS";"FR";"30/03/2021";"845,00000000";"1014,00000000";"";"";"";"";""
"FA00005847";"SVPNEUS";"93120";"LA COURNEUVE";"SEINE-ST-DENIS";"FR";"30/03/2021";"845,00000000";"1014,00000000";"TXT00004";"COORDONNEES BANCAIRE

CIC EST 77 MONTEVRAIN
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00005848";"LABIGNE";"14490";"CAHAGNOLLES";"CALVADOS";"FR";"30/03/2021";"1454,00000000";"1744,80000000";"";"Transféré de : Bon de livraison N° BL00002336 du 25/03/2021.";"";"";""
"FA00005848";"LABIGNE";"14490";"CAHAGNOLLES";"CALVADOS";"FR";"30/03/2021";"1454,00000000";"1744,80000000";"";"Transféré de : Commande N° CM00005303 du 22/02/2021.";"";"";""
"FA00005848";"LABIGNE";"14490";"CAHAGNOLLES";"CALVADOS";"FR";"30/03/2021";"1454,00000000";"1744,80000000";"";"Suivant devis N° TR210217.5";"";"";""
"FA00005848";"LABIGNE";"14490";"CAHAGNOLLES";"CALVADOS";"FR";"30/03/2021";"1454,00000000";"1744,80000000";"AR00001";"Fourniture de matériel de stockage d'occasion 
";"1,00000000";"1454,00000000";"1744,80000000"
"FA00005849";"CL01593";"95074";"CERGY PONTOISE CEDEX";"VAL-D'OISE";"FR";"30/03/2021";"41400,00000000";"49680,00000000";"AR00021";"Solde de facture
Fourniture et mise en place de matériel de stockage échelles et lisses


Suivant commande 34S13SC2102";"1,00000000";"41400,00000000";"49680,00000000"
"FA00005849";"CL01593";"95074";"CERGY PONTOISE CEDEX";"VAL-D'OISE";"FR";"30/03/2021";"41400,00000000";"49680,00000000";"";"";"";"";""
"FA00005849";"CL01593";"95074";"CERGY PONTOISE CEDEX";"VAL-D'OISE";"FR";"30/03/2021";"41400,00000000";"49680,00000000";"";"";"";"";""
"FA00005849";"CL01593";"95074";"CERGY PONTOISE CEDEX";"VAL-D'OISE";"FR";"30/03/2021";"41400,00000000";"49680,00000000";"TXT00004";"COORDONNEES BANCAIRE

CIC EST 77 MONTEVRAIN
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00005850";"ROMUS";"91160";"CHAMPLAN";"ESSONNE";"FR";"30/03/2021";"11950,00000000";"14340,00000000";"";"Transféré de : Bon de livraison N° BL00002246 du 14/12/2020.";"";"";""
"FA00005850";"ROMUS";"91160";"CHAMPLAN";"ESSONNE";"FR";"30/03/2021";"11950,00000000";"14340,00000000";"";"Transféré de : Commande N° CM00005058 du 17/11/2020.";"";"";""
"FA00005850";"ROMUS";"91160";"CHAMPLAN";"ESSONNE";"FR";"30/03/2021";"11950,00000000";"14340,00000000";"";"Suivant devis N° VP201104160D";"";"";""
"FA00005850";"ROMUS";"91160";"CHAMPLAN";"ESSONNE";"FR";"30/03/2021";"11950,00000000";"14340,00000000";"AR00003";"Fourniture et mise en place de matériel de stockage";"1,00000000";"11950,00000000";"14340,00000000"
"FA00005850";"ROMUS";"91160";"CHAMPLAN";"ESSONNE";"FR";"30/03/2021";"11950,00000000";"14340,00000000";"";"";"";"";""
"FA00005850";"ROMUS";"91160";"CHAMPLAN";"ESSONNE";"FR";"30/03/2021";"11950,00000000";"14340,00000000";"";"";"";"";""
"FA00005850";"ROMUS";"91160";"CHAMPLAN";"ESSONNE";"FR";"30/03/2021";"11950,00000000";"14340,00000000";"";"";"";"";""
"FA00005850";"ROMUS";"91160";"CHAMPLAN";"ESSONNE";"FR";"30/03/2021";"11950,00000000";"14340,00000000";"TXT00004";"COORDONNEES BANCAIRE

CIC EST 77 MONTEVRAIN
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006284";"FERN";"92400";"COURBEVOIE";"HAUTS-DE-SEINE";"FR";"28/10/2021";"891,00000000";"1069,20000000";"";"Transféré de : Commande N° CM00005756 du 28/10/2021.";"";"";""
"FA00006284";"FERN";"92400";"COURBEVOIE";"HAUTS-DE-SEINE";"FR";"28/10/2021";"891,00000000";"1069,20000000";"";"Suivant commande N°00005005";"";"";""
"FA00006284";"FERN";"92400";"COURBEVOIE";"HAUTS-DE-SEINE";"FR";"28/10/2021";"891,00000000";"1069,20000000";"AR00001";"Fourniture de matériel de stockage d'occasion site de CERGY
7 échelles de 3000 mm
24 lisses de 2700 mm
chevilles, goupilles 
";"1,00000000";"891,00000000";"1069,20000000"
"FA00006284";"FERN";"92400";"COURBEVOIE";"HAUTS-DE-SEINE";"FR";"28/10/2021";"891,00000000";"1069,20000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00005854";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"09/04/2021";"11664,00000000";"13996,80000000";"";"Transféré de : Commande N° CM00005411 du 09/04/2021.";"";"";""
"FA00005854";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"09/04/2021";"11664,00000000";"13996,80000000";"";"V/REF COMMANDE N° CA0121040145";"";"";""
"FA00005854";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"09/04/2021";"11664,00000000";"13996,80000000";"AR00028";"Fourniture de 108 caisses Europol";"1,00000000";"11664,00000000";"13996,80000000"
"FA00005854";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"09/04/2021";"11664,00000000";"13996,80000000";"";"";"";"";""
"FA00005854";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"09/04/2021";"11664,00000000";"13996,80000000";"";"";"";"";""
"FA00005854";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"09/04/2021";"11664,00000000";"13996,80000000";"TXT00004";"COORDONNEES BANCAIRE

CIC EST 77 MONTEVRAIN
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00005855";"SOLAUFIL";"60800";"CREPY EN VALOIS";"OISE";"FR";"09/04/2021";"20972,00000000";"25166,40000000";"";"Transféré de : Bon de livraison N° BL00002344 du 06/04/2021.";"";"";""
"FA00005855";"SOLAUFIL";"60800";"CREPY EN VALOIS";"OISE";"FR";"09/04/2021";"20972,00000000";"25166,40000000";"";"Transféré de : Commande N° CM00005343 du 10/03/2021.";"";"";""
